epoch,epoch_training_loss,epoch_validation_loss,validation_accuracy,validation_f1,model-activation-optimizer-lr-wd
13,0.5462,0.5441,0.7266940161267506,0.726,MLP520-Tanh-Adagrad-0.001-0
14,0.5458,0.5432,0.7276842551987551,0.7271,MLP520-Tanh-Adagrad-0.001-0
15,0.5444,0.5423,0.7281086433724714,0.7274,MLP520-Tanh-Adagrad-0.001-0
16,0.5436,0.5415,0.7271184043004668,0.7265,MLP520-Tanh-Adagrad-0.001-0
17,0.5428,0.5408,0.7282501060970434,0.7277,MLP520-Tanh-Adagrad-0.001-0
18,0.5422,0.5401,0.7300891215164804,0.7296,MLP520-Tanh-Adagrad-0.001-0
19,0.5415,0.5395,0.7306549724147687,0.7301,MLP520-Tanh-Adagrad-0.001-0
20,0.5409,0.5389,0.7305135096901967,0.73,MLP520-Tanh-Adagrad-0.001-0
21,0.5413,0.5383,0.7340500778044985,0.7334,MLP520-Tanh-Adagrad-0.001-0
22,0.5399,0.5378,0.7336256896307823,0.733,MLP520-Tanh-Adagrad-0.001-0
23,0.5395,0.5374,0.7337671523553544,0.7332,MLP520-Tanh-Adagrad-0.001-0
24,0.5391,0.537,0.7337671523553544,0.7332,MLP520-Tanh-Adagrad-0.001-0
25,0.5385,0.5365,0.7333427641816381,0.7327,MLP520-Tanh-Adagrad-0.001-0
26,0.538,0.5361,0.7333427641816381,0.7327,MLP520-Tanh-Adagrad-0.001-0
27,0.5371,0.5357,0.7337671523553544,0.7332,MLP520-Tanh-Adagrad-0.001-0
28,0.5376,0.5353,0.7343330032536427,0.7337,MLP520-Tanh-Adagrad-0.001-0
29,0.5372,0.5349,0.7346159287027868,0.734,MLP520-Tanh-Adagrad-0.001-0
30,0.5373,0.5346,0.734898854151931,0.7343,MLP520-Tanh-Adagrad-0.001-0
31,0.5365,0.5343,0.7343330032536427,0.7337,MLP520-Tanh-Adagrad-0.001-0
32,0.5361,0.534,0.7350403168765031,0.7344,MLP520-Tanh-Adagrad-0.001-0
33,0.5355,0.5337,0.7332013014570661,0.7326,MLP520-Tanh-Adagrad-0.001-0
34,0.5356,0.5335,0.7337671523553544,0.7332,MLP520-Tanh-Adagrad-0.001-0
35,0.5359,0.5332,0.7341915405290705,0.7336,MLP520-Tanh-Adagrad-0.001-0
36,0.535,0.5329,0.7343330032536427,0.7337,MLP520-Tanh-Adagrad-0.001-0
37,0.5344,0.5326,0.7346159287027868,0.734,MLP520-Tanh-Adagrad-0.001-0
38,0.5343,0.5324,0.7343330032536427,0.7337,MLP520-Tanh-Adagrad-0.001-0
39,0.534,0.5322,0.7343330032536427,0.7338,MLP520-Tanh-Adagrad-0.001-0
40,0.5334,0.5319,0.7339086150799264,0.7332,MLP520-Tanh-Adagrad-0.001-0
41,0.5329,0.5317,0.7340500778044985,0.7333,MLP520-Tanh-Adagrad-0.001-0
42,0.5338,0.5315,0.7347573914273589,0.7341,MLP520-Tanh-Adagrad-0.001-0
43,0.5328,0.5313,0.7344744659782148,0.7338,MLP520-Tanh-Adagrad-0.001-0
44,0.5332,0.5311,0.7344744659782148,0.7338,MLP520-Tanh-Adagrad-0.001-0
45,0.5323,0.5308,0.7350403168765031,0.7343,MLP520-Tanh-Adagrad-0.001-0
46,0.5326,0.5307,0.734898854151931,0.7342,MLP520-Tanh-Adagrad-0.001-0
47,0.5319,0.5305,0.7351817796010751,0.7344,MLP520-Tanh-Adagrad-0.001-0
48,0.5318,0.5303,0.7354647050502192,0.7347,MLP520-Tanh-Adagrad-0.001-0
49,0.5316,0.5301,0.7351817796010751,0.7344,MLP520-Tanh-Adagrad-0.001-0
50,0.5321,0.5299,0.7351817796010751,0.7344,MLP520-Tanh-Adagrad-0.001-0
51,0.5318,0.5298,0.7353232423256472,0.7345,MLP520-Tanh-Adagrad-0.001-0
52,0.5315,0.5296,0.7350403168765031,0.7343,MLP520-Tanh-Adagrad-0.001-0
53,0.5309,0.5295,0.7350403168765031,0.7343,MLP520-Tanh-Adagrad-0.001-0
54,0.531,0.5293,0.7354647050502192,0.7347,MLP520-Tanh-Adagrad-0.001-0
55,0.5303,0.5292,0.734898854151931,0.7342,MLP520-Tanh-Adagrad-0.001-0
56,0.5307,0.529,0.734898854151931,0.7342,MLP520-Tanh-Adagrad-0.001-0
57,0.53,0.5288,0.7354647050502192,0.7347,MLP520-Tanh-Adagrad-0.001-0
58,0.5297,0.5287,0.7357476304993634,0.735,MLP520-Tanh-Adagrad-0.001-0
59,0.53,0.5285,0.7356061677747914,0.7348,MLP520-Tanh-Adagrad-0.001-0
60,0.5295,0.5284,0.7357476304993634,0.7349,MLP520-Tanh-Adagrad-0.001-0
61,0.5296,0.5283,0.7361720186730797,0.7354,MLP520-Tanh-Adagrad-0.001-0
62,0.5295,0.5282,0.7356061677747914,0.7349,MLP520-Tanh-Adagrad-0.001-0
63,0.5297,0.5281,0.7353232423256472,0.7346,MLP520-Tanh-Adagrad-0.001-0
64,0.5298,0.5279,0.7353232423256472,0.7346,MLP520-Tanh-Adagrad-0.001-0
65,0.5286,0.5278,0.7354647050502192,0.7347,MLP520-Tanh-Adagrad-0.001-0
66,0.5289,0.5277,0.7354647050502192,0.7348,MLP520-Tanh-Adagrad-0.001-0
67,0.5285,0.5275,0.7361720186730797,0.7354,MLP520-Tanh-Adagrad-0.001-0
68,0.5289,0.5274,0.7361720186730797,0.7354,MLP520-Tanh-Adagrad-0.001-0
69,0.529,0.5273,0.7364549441222238,0.7357,MLP520-Tanh-Adagrad-0.001-0
70,0.5286,0.5272,0.7358890932239355,0.7351,MLP520-Tanh-Adagrad-0.001-0
